,Approaches_250-275_yards-Rgh_RTP_RANK THIS WEEK,Approaches_250-275_yards-Rgh_RTP_RANK LAST WEEK,Approaches_250-275_yards-Rgh_RTP_PLAYER NAME,Approaches_250-275_yards-Rgh_RTP_ROUNDS,Approaches_250-275_yards-Rgh_RTP_AVG RTP
177,T145,T142,Shawn Stefani,57,E
178,T145,T142,Henrik Stenson,46,E
179,T145,T142,Robert Streb,60,E
180,T145,T142,D.J. Trahan,33,E
181,T145,T142,Johnson Wagner,45,E
182,T145,T142,Matt Wallace,31,E
183,T184,T181,Martin Laird,60,+.125
184,T184,T181,Sepp Straka,48,+.125
185,186,183,Brandon Harkins,67,+.200
186,T187,T184,Michael Kim,51,+.250
187,T187,T184,"Ted Potter, Jr.",56,+.250
188,189,186,Ollie Schniederjans,63,+.300
189,T190,T187,Charles Howell III,64,+.333
190,T190,T187,Francesco Molinari,41,+.333
191,T192,T189,John Chin,38,+.500
192,T192,T189,Austin Cook,50,+.500
193,T192,T189,Rod Pampling,40,+.500
194,T192,T189,Ben Silverman,54,+.500
195,T192,T189,Nick Watney,67,+.500
196,197,195,Whee Kim,57,+.750
197,T198,T196,Ryan Blaum,67,+1.000
198,T198,T196,Jim Herman,37,+1.000
