,Approaches_from_100-125_yards_RANK THIS WEEK,Approaches_from_100-125_yards_RANK LAST WEEK,Approaches_from_100-125_yards_PLAYER NAME,Approaches_from_100-125_yards_ROUNDS,Approaches_from_100-125_yards_AVG,Approaches_from_100-125_yards_TOTAL DISTANCE (FEET),Approaches_from_100-125_yards_# OF ATTEMPTS,Approaches_from_100-125_yards_RELATIVE TO PAR
34,T34,T34,Paul Casey,51,"18' 7""",577.25,31,-8
35,T34,T44,Roberto Castro,54,"18' 7""",1115.0,60,-10
36,T34,T29,Hudson Swafford,59,"18' 7""",1392.25,75,-7
37,T34,T34,Michael Thompson,56,"18' 7""",1374.6670000000001,74,-11
38,39,T38,Charley Hoffman,58,"18' 8""",821.4169999999999,44,-4
39,40,T44,Ryan Moore,54,"18' 9""",1221.333,65,-11
40,T41,T46,Kiradech Aphibarnrat,49,"18' 10""",866.8330000000001,46,-9
41,T41,T34,Lucas Bjerregaard,37,"18' 10""",339.5,18,+1
42,T41,T46,Lucas Glover,62,"18' 10""",1600.1670000000001,85,-8
43,T41,T38,Adam Schenk,80,"18' 10""",1923.8329999999999,102,-24
44,T41,50,Nick Watney,67,"18' 10""",1547.25,82,-10
45,T46,T24,Rory McIlroy,50,"18' 11""",871.5,46,-7
46,T46,T38,Carlos Ortiz,60,"18' 11""",1076.417,57,-10
47,T48,T38,Ryan Armour,66,"19' 0""",1671.75,88,-15
48,T48,T52,Ryan Palmer,56,"19' 0""",1007.0830000000001,53,-11
49,T48,T46,Roger Sloan,62,"19' 0""",1327.5,70,-12
50,T51,51,Julián Etulain,55,"19' 1""",936.5,49,-13
51,T51,999,Martin Piller,30,"19' 1""",420.417,22,-2
52,T51,T82,Martin Trainer,51,"19' 1""",916.1669999999999,48,-3
53,T54,T52,Matt Jones,67,"19' 2""",1072.25,56,-11
54,T54,T52,Francesco Molinari,41,"19' 2""",765.3330000000001,40,-3
55,T56,T58,Patrick Cantlay,49,"19' 3""",1076.417,56,-12
56,T56,T38,Alex Cejka,41,"19' 3""",750.4169999999999,39,+1
57,T56,T72,Brandon Harkins,67,"19' 3""",1287.0,67,-14
58,59,T58,Scott Piercy,70,"19' 4""",1681.9170000000001,87,-18
59,T60,T61,Aaron Baddeley,51,"19' 5""",970.1669999999999,50,-6
60,T60,T61,Bronson Burgoon,37,"19' 5""",872.0,45,-3
61,T60,T82,Zach Johnson,50,"19' 5""",1011.1669999999999,52,-14
62,T60,T61,Hideki Matsuyama,59,"19' 5""",719.0830000000001,37,-9
63,T60,T67,Trey Mullinax,67,"19' 5""",1243.333,64,-14
64,T65,95,Ben Crane,41,"19' 6""",720.0830000000001,37,-7
65,T65,T88,Russell Henley,56,"19' 6""",1172.25,60,-9
66,T65,66,Kevin Kisner,65,"19' 6""",1306.333,67,-13
67,T65,T82,Kelly Kraft,67,"19' 6""",1133.0,58,-14
68,T65,T72,J.J. Spaun,68,"19' 6""",1405.25,72,-18
69,T70,T67,Justin Harding,31,"19' 7""",234.917,12,-3
70,T70,T67,Pat Perez,52,"19' 7""",547.75,28,-3
71,T70,T67,"Ted Potter, Jr.",56,"19' 7""",1271.833,65,+2
72,T73,T72,Abraham Ancer,69,"19' 8""",1413.5,72,-14
73,T73,T52,Peter Uihlein,65,"19' 8""",864.6669999999999,44,-10
74,T75,T52,Bud Cauley,61,"19' 9""",1423.6670000000001,72,-9
75,T75,T76,Sung Kang,67,"19' 9""",1265.25,64,-4
76,T75,T76,Shawn Stefani,57,"19' 9""",771.3330000000001,39,E
77,T78,T78,Beau Hossler,66,"19' 10""",1466.5829999999999,74,-11
78,T78,T78,John Huh,35,"19' 10""",615.0830000000001,31,-5
79,T78,T104,Whee Kim,57,"19' 10""",933.4169999999999,47,-2
80,T78,T78,J.T. Poston,76,"19' 10""",1528.0829999999999,77,-16
81,T78,T52,Jimmy Walker,61,"19' 10""",1091.083,55,-8
82,T78,T78,Tiger Woods,31,"19' 10""",515.0,26,-5
83,T84,T99,Tyler Duncan,66,"19' 11""",1552.8329999999999,78,-9
84,T84,T72,Matt Every,38,"19' 11""",636.0,32,-12
85,T84,T82,Rickie Fowler,54,"19' 11""",1034.333,52,-8
86,T84,T82,Max Homa,61,"19' 11""",1316.6670000000001,66,-9
87,T84,T92,Hank Lebioda,55,"19' 11""",1077.667,54,-9
88,T84,T82,D.A. Points,33,"19' 11""",577.6669999999999,29,-2
89,T90,T88,Jason Dufner,56,"20' 0""",1200.083,60,-3
90,T90,T46,Dylan Frittelli,55,"20' 0""",921.0830000000001,46,-7
91,92,T101,David Hearn,41,"20' 1""",784.25,39,-3
92,93,60,Scott Stallings,63,"20' 2""",1149.917,57,-8
93,T94,T96,Adam Hadwin,66,"20' 3""",1276.167,63,-7
94,T94,T92,Sungjae Im,88,"20' 3""",1879.5829999999999,93,-20
95,T94,T96,Si Woo Kim,65,"20' 3""",1073.333,53,-14
96,T94,T96,Patton Kizzire,58,"20' 3""",931.5,46,-5
97,98,T61,Jim Herman,37,"20' 4""",975.1669999999999,48,-11
98,T99,T92,Jonas Blixt,66,"20' 5""",1673.6670000000001,82,-18
99,T99,T101,Dominic Bozzelli,53,"20' 5""",918.5,45,-1
100,T99,T110,Wyndham Clark,61,"20' 5""",1307.417,64,-14
101,T99,T110,Bill Haas,58,"20' 5""",1467.25,72,-8
102,T99,T99,Denny McCarthy,63,"20' 5""",1388.5829999999999,68,-11
103,T104,T61,Roberto Díaz,51,"20' 6""",921.4169999999999,45,-1
104,T104,T88,Talor Gooch,37,"20' 6""",882.0830000000001,43,-6
105,T104,T104,Jason Kokrak,68,"20' 6""",1313.6670000000001,64,-10
106,T104,T135,Chris Thompson,34,"20' 6""",676.8330000000001,33,-3
107,T104,T88,Cameron Tringale,52,"20' 6""",1024.5,50,-1
108,T104,T101,Richy Werenski,63,"20' 6""",1725.25,84,-19
109,T110,T119,Matt Kuchar,65,"20' 7""",1483.5829999999999,72,-13
110,T110,T107,Cameron Smith,55,"20' 7""",822.0,40,-3
111,T112,T110,Branden Grace,62,"20' 8""",1035.25,50,-3
112,T112,T110,Jon Rahm,51,"20' 8""",722.8330000000001,35,E
113,T112,T121,Sam Saunders,53,"20' 8""",1282.167,62,-8
114,T112,T110,Xander Schauffele,55,"20' 8""",889.75,43,-2
115,T112,T129,Webb Simpson,53,"20' 8""",1055.583,51,-6
116,T112,T115,Robert Streb,60,"20' 8""",1055.833,51,-6
117,T118,T115,Stewart Cink,33,"20' 9""",580.25,28,-6
118,T118,T141,Cameron Davis,54,"20' 9""",1059.0,51,-9
119,T118,T104,Scott Langley,60,"20' 9""",1597.9170000000001,77,-7
120,T118,T115,Haotong Li,32,"20' 9""",456.917,22,-5
121,T118,T115,Kyle Stanley,53,"20' 9""",1056.583,51,-5
122,T118,T135,Henrik Stenson,46,"20' 9""",601.75,29,-2
123,T118,T121,Josh Teater,47,"20' 9""",1037.417,50,-4
124,T125,T119,Louis Oosthuizen,43,"20' 10""",500.083,24,-3
125,T125,T135,Brady Schnell,38,"20' 10""",1020.1669999999999,49,-7
126,T127,T121,Matthew Fitzpatrick,42,"20' 11""",690.1669999999999,33,-10
127,T127,T107,Stephan Jaeger,59,"20' 11""",1169.5,56,-10
128,T127,T107,Alex Prugh,54,"20' 11""",1318.5829999999999,63,-9
129,T127,T121,Andrew Putnam,57,"20' 11""",1004.6669999999999,48,-4
130,T127,T121,Patrick Reed,53,"20' 11""",814.3330000000001,39,-7
131,T132,127,Adam Long,52,"21' 1""",1246.083,59,-5
132,T132,T141,Chase Wright,53,"21' 1""",1389.25,66,-1
133,134,128,C.T. Pan,64,"21' 2""",1335.5829999999999,63,-7
134,T135,T129,Chris Kirk,47,"21' 3""",764.3330000000001,36,-6
135,T135,T129,Hunter Mahan,45,"21' 3""",1106.75,52,-5
136,T135,T129,Rory Sabbatini,71,"21' 3""",1528.9170000000001,72,-10
137,T138,134,Ryan Blaum,67,"21' 4""",1346.0829999999999,63,-6
138,T138,T148,Scott Brown,66,"21' 4""",1384.4170000000001,65,-5
139,T138,T135,Tom Hoge,70,"21' 4""",1662.25,78,-8
140,T138,999,Shane Lowry,30,"21' 4""",789.0830000000001,37,-5
141,T138,T145,Nick Taylor,70,"21' 4""",1752.25,82,-6
142,T138,T155,Kevin Tway,62,"21' 4""",1237.583,58,-3
143,T138,T145,Aaron Wise,52,"21' 4""",961.25,45,-4
144,T145,T141,Brice Garnett,63,"21' 5""",1521.9170000000001,71,-2
145,T145,T135,Andrew Landry,56,"21' 5""",1566.0829999999999,73,-14
146,147,T129,Danny Lee,66,"21' 6""",1356.75,63,-5
147,T148,163,Brian Harman,67,"21' 7""",1725.25,80,-3
148,T148,T165,Brandt Snedeker,68,"21' 7""",1447.9170000000001,67,-12
149,T150,T145,Grayson Murray,36,"21' 8""",954.25,44,+4
150,T150,T167,Harold Varner III,62,"21' 8""",1669.4170000000001,77,-8
151,T152,T158,Daniel Berger,48,"21' 9""",979.25,45,-6
152,T152,T148,Joel Dahmen,78,"21' 9""",1958.5829999999999,90,-9
153,T152,T148,James Hahn,34,"21' 9""",522.0,24,-8
154,T152,T148,Kyoung-Hoon Lee,72,"21' 9""",1503.0829999999999,69,-11
155,T152,T148,Troy Merritt,42,"21' 9""",1476.75,68,-6
156,T152,T141,Ollie Schniederjans,63,"21' 9""",1111.167,51,-3
157,T152,T67,Bubba Watson,47,"21' 9""",825.9169999999999,38,-7
158,T159,T171,Harris English,72,"21' 10""",1812.5829999999999,83,-10
159,T159,T148,Brian Gay,79,"21' 10""",1787.75,82,-20
160,T159,T155,Luke List,52,"21' 10""",1159.167,53,-5
161,T159,T171,Curtis Luck,51,"21' 10""",981.0830000000001,45,-3
162,T159,T155,John Senden,39,"21' 10""",743.3330000000001,34,-5
163,T164,T158,Bryson DeChambeau,45,"21' 11""",1029.0,47,-3
164,T164,T158,Phil Mickelson,41,"21' 11""",767.0830000000001,35,-9
165,T164,T158,Patrick Rodgers,44,"21' 11""",1115.75,51,-5
166,T164,T158,Gary Woodland,63,"21' 11""",1116.083,51,-7
167,168,T173,Chris Stroud,54,"22' 1""",1169.75,53,-2
168,T169,T173,Kyle Jones,49,"22' 2""",976.8330000000001,44,-6
169,T169,T165,Michael Kim,51,"22' 2""",1063.167,48,-5
170,T169,186,Danny Willett,47,"22' 2""",909.0,41,-6
171,T172,T167,Sam Burns,66,"22' 3""",1581.3329999999999,71,-9
172,T172,T167,Tony Finau,61,"22' 3""",1133.75,51,-7
173,T172,T135,Fabián Gómez,44,"22' 3""",1089.167,49,-8
174,175,170,Ian Poulter,49,"22' 4""",1092.917,49,E
175,T176,191,Sangmoon Bae,42,"22' 6""",764.75,34,E
176,T176,T173,Ernie Els,43,"22' 6""",787.9169999999999,35,E
177,T178,T176,Rafa Cabrera Bello,57,"22' 7""",969.6669999999999,43,-3
178,T178,T176,Brendan Steele,50,"22' 7""",1128.75,50,-1
179,T178,T194,Sepp Straka,48,"22' 7""",1130.25,50,-3
180,T181,T178,Marc Leishman,52,"22' 8""",973.4169999999999,43,-4
181,T181,T178,Seamus Power,58,"22' 8""",1293.417,57,E
182,183,180,Billy Horschel,73,"22' 9""",1271.917,56,-5
183,T184,T201,Jonathan Byrd,43,"22' 10""",799.6669999999999,35,-6
184,T184,T148,Martin Laird,60,"22' 10""",1441.0829999999999,63,-7
185,T186,T182,Martin Kaymer,38,"23' 0""",1012.0,44,+2
186,T186,T182,Satoshi Kodaira,51,"23' 0""",1105.083,48,-2
187,188,184,Jhonattan Vegas,60,"23' 1""",1222.25,53,-11
188,T189,193,Keegan Bradley,65,"23' 4""",1423.3329999999999,61,+6
189,T189,190,Dustin Johnson,47,"23' 4""",863.3330000000001,37,+2
190,T191,T188,Graeme McDowell,61,"23' 5""",1008.3330000000001,43,-1
191,T191,187,José de Jesús Rodríguez,51,"23' 5""",935.6669999999999,40,-5
192,193,T188,Jordan Spieth,57,"23' 6""",1128.417,48,-6
193,194,203,Mackenzie Hughes,58,"23' 9""",1376.75,58,E
194,T195,192,Tommy Fleetwood,43,"23' 10""",811.0,34,-1
195,T195,164,J.J. Henry,42,"23' 10""",1145.667,48,-4
196,197,198,Cody Gribble,52,"24' 0""",1342.6670000000001,56,-9
197,T198,181,John Chin,38,"24' 1""",770.75,32,+3
198,T198,T194,Johnson Wagner,45,"24' 1""",1348.75,56,-12
199,200,185,D.J. Trahan,33,"24' 4""",826.3330000000001,34,-8
200,201,196,Freddie Jacobson,37,"24' 7""",837.0,34,-4
201,202,197,Kramer Hickok,59,"24' 8""",1380.4170000000001,56,-1
202,203,T201,Austin Cook,50,"25' 0""",1276.5,51,-1
203,204,199,Tyrrell Hatton,46,"25' 4""",989.0830000000001,39,+6
204,205,200,Seth Reeves,52,"25' 7""",1175.833,46,-4
205,206,204,Keith Mitchell,64,"27' 3""",1334.25,49,+8
206,207,205,Cameron Champ,58,"27' 10""",1697.0829999999999,61,-8
207,208,207,Matt Wallace,31,"29' 7""",591.25,20,+4
208,209,206,Alex Noren,49,"30' 3""",1392.25,46,-6
