,Approaches_from_100-125_yards_Rgh_RANK THIS WEEK,Approaches_from_100-125_yards_Rgh_RANK LAST WEEK,Approaches_from_100-125_yards_Rgh_PLAYER NAME,Approaches_from_100-125_yards_Rgh_ROUNDS,Approaches_from_100-125_yards_Rgh_AVG,Approaches_from_100-125_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_100-125_yards_Rgh_# OF ATTEMPTS,Approaches_from_100-125_yards_Rgh_RELATIVE TO PAR
35,T36,T40,Phil Mickelson,41,"25' 3""",630.5,25,E
36,T36,T40,John Senden,39,"25' 3""",227.083,9,+2
37,T36,30,Johnson Wagner,45,"25' 3""",227.5,9,-1
38,39,T25,Nate Lashley,44,"25' 4""",329.25,13,-4
39,T40,T43,James Hahn,34,"25' 5""",279.25,11,+3
40,T40,18,Dustin Johnson,47,"25' 5""",558.8330000000001,22,-3
41,42,45,Lucas Glover,62,"25' 7""",589.1669999999999,23,+1
42,T43,T46,"Ted Potter, Jr.",56,"25' 8""",384.833,15,-1
43,T43,T46,Adam Svensson,51,"25' 8""",411.083,16,+2
44,T45,49,Bill Haas,58,"25' 9""",566.4169999999999,22,-3
45,T45,T46,Brandon Harkins,67,"25' 9""",798.5830000000001,31,+7
46,47,50,Marc Leishman,52,"26' 0""",442.667,17,+3
47,48,51,Matt Wallace,31,"26' 1""",104.333,4,E
48,49,52,Patrick Cantlay,49,"26' 2""",391.917,15,-5
49,50,T55,Chesson Hadley,58,"26' 5""",896.75,34,+4
50,T51,T43,Scott Stallings,63,"26' 6""",741.1669999999999,28,+4
51,T51,58,Vaughn Taylor,69,"26' 6""",556.3330000000001,21,-3
52,T53,T59,Paul Casey,51,"26' 7""",133.0,5,-1
53,T53,T59,Pat Perez,52,"26' 7""",292.66700000000003,11,-3
54,T55,T61,Aaron Baddeley,51,"26' 8""",347.167,13,-5
55,T55,T61,Bronson Burgoon,37,"26' 8""",319.75,12,+3
56,57,63,Si Woo Kim,65,"26' 9""",455.0,17,+1
57,58,64,Abraham Ancer,69,"26' 10""",456.417,17,+2
58,T59,T65,Kiradech Aphibarnrat,49,"26' 11""",322.58299999999997,12,-1
59,T59,T65,Billy Horschel,73,"26' 11""",538.1669999999999,20,+6
60,T59,53,Mackenzie Hughes,58,"26' 11""",835.5,31,-3
61,T59,T65,Sung Kang,67,"26' 11""",430.083,16,+2
62,T59,T65,Patrick Rodgers,44,"26' 11""",485.0,18,-2
63,T64,T70,Tyler Duncan,66,"27' 0""",269.66700000000003,10,+2
64,T64,T70,Emiliano Grillo,65,"27' 0""",351.417,13,-1
65,66,T55,Dylan Frittelli,55,"27' 1""",677.1669999999999,25,+1
66,T67,T86,Scott Brown,66,"27' 2""",597.4169999999999,22,-4
67,T67,T73,Russell Henley,56,"27' 2""",298.66700000000003,11,+2
68,69,T75,Sam Ryder,52,"27' 3""",517.3330000000001,19,+3
69,70,77,Freddie Jacobson,37,"27' 5""",191.75,7,+1
70,71,78,Chris Kirk,47,"27' 6""",275.33299999999997,10,E
71,T72,79,Curtis Luck,51,"27' 7""",496.333,18,-1
72,T72,T80,Nick Taylor,70,"27' 7""",883.5830000000001,32,-3
73,T74,27,Denny McCarthy,63,"27' 8""",442.75,16,-1
74,T74,54,Webb Simpson,53,"27' 8""",470.5,17,+3
75,T76,T110,Harris English,72,"27' 10""",723.0,26,-2
76,T76,T80,Branden Grace,62,"27' 10""",444.667,16,+3
77,T78,T97,Dominic Bozzelli,53,"28' 0""",475.583,17,-3
78,T78,83,Gary Woodland,63,"28' 0""",615.1669999999999,22,+1
79,80,28,Roberto Castro,54,"28' 1""",308.75,11,+2
80,81,84,Brady Schnell,38,"28' 2""",394.667,14,+2
81,82,T121,Chris Thompson,34,"28' 3""",339.083,12,+2
82,83,85,Whee Kim,57,"28' 4""",340.167,12,+1
83,84,T86,Andrew Putnam,57,"28' 5""",454.917,16,+2
84,85,T89,Martin Kaymer,38,"28' 6""",342.417,12,+1
85,86,91,Stephan Jaeger,59,"28' 7""",429.333,15,-5
86,87,T92,Russell Knox,65,"28' 8""",401.5,14,E
87,T88,T94,Rickie Fowler,54,"28' 10""",577.3330000000001,20,-1
88,T88,T100,Brian Gay,79,"28' 10""",548.5830000000001,19,+1
89,T88,T94,Max Homa,61,"28' 10""",432.833,15,-1
90,T88,T94,Tiger Woods,31,"28' 10""",259.25,9,+2
91,92,T97,Adam Long,52,"29' 1""",494.833,17,+4
92,93,T75,Roberto Díaz,51,"29' 2""",583.25,20,+2
93,T94,72,Sangmoon Bae,42,"29' 3""",321.75,11,+2
94,T94,T100,C.T. Pan,64,"29' 3""",526.75,18,+1
95,96,T105,Brendan Steele,50,"29' 4""",557.25,19,+2
96,97,115,Robert Streb,60,"29' 5""",677.3330000000001,23,-3
97,98,T105,Alex Noren,49,"29' 6""",530.6669999999999,18,E
98,99,T100,Alex Prugh,54,"29' 7""",562.3330000000001,19,+5
99,T100,T107,Byeong Hun An,54,"29' 9""",534.8330000000001,18,+3
100,T100,T80,Jim Knous,55,"29' 9""",744.0,25,+1
101,102,109,Jason Day,45,"29' 10""",447.25,15,E
102,103,T110,Ryan Blaum,67,"29' 11""",808.5,27,+4
103,T104,T92,Jonas Blixt,66,"30' 2""",573.8330000000001,19,+4
104,T104,114,Michael Kim,51,"30' 2""",543.6669999999999,18,+1
105,T104,T100,Adam Schenk,80,"30' 2""",875.6669999999999,29,+1
106,T104,T124,Ben Silverman,54,"30' 2""",572.6669999999999,19,+1
107,108,116,Andrew Landry,56,"30' 5""",578.4169999999999,19,+2
108,T109,T107,Zach Johnson,50,"30' 7""",427.833,14,+1
109,T109,T118,Anirban Lahiri,54,"30' 7""",428.083,14,-1
110,T109,T118,Francesco Molinari,41,"30' 7""",305.41700000000003,10,+1
111,T112,120,Scott Piercy,70,"30' 8""",368.0,12,-2
112,T112,T55,Sam Saunders,53,"30' 8""",705.0830000000001,23,+2
113,114,T121,Justin Rose,42,"30' 9""",277.0,9,+7
114,115,146,Roger Sloan,62,"30' 10""",925.75,30,-1
115,116,T128,Wyndham Clark,61,"30' 11""",1052.417,34,E
116,T117,132,Julián Etulain,55,"31' 0""",713.6669999999999,23,-2
117,T117,123,Hunter Mahan,45,"31' 0""",402.667,13,+2
118,T119,117,Cody Gribble,52,"31' 1""",840.0,27,+7
119,T119,T124,Sungjae Im,88,"31' 1""",591.3330000000001,19,+2
120,121,T126,Anders Albertson,48,"31' 2""",498.583,16,-1
121,122,T73,Justin Thomas,49,"31' 5""",534.0,17,-4
122,T123,133,Patrick Reed,53,"32' 1""",673.5830000000001,21,+3
123,T123,T130,Hudson Swafford,59,"32' 1""",801.9169999999999,25,-3
124,T125,T134,Louis Oosthuizen,43,"32' 2""",257.5,8,E
125,T125,T134,Xander Schauffele,55,"32' 2""",482.5,15,+2
126,T127,T86,Matt Every,38,"32' 3""",547.6669999999999,17,+5
127,T127,139,Kevin Tway,62,"32' 3""",869.75,27,+2
128,129,140,Charley Hoffman,58,"32' 6""",617.6669999999999,19,+1
129,T130,T148,Ryan Armour,66,"32' 7""",391.417,12,-1
130,T130,T141,Patton Kizzire,58,"32' 7""",326.08299999999997,10,+2
131,T130,T141,Sebastián Muñoz,58,"32' 7""",424.083,13,+2
132,T130,160,Carlos Ortiz,60,"32' 7""",488.667,15,+1
133,134,T126,Harold Varner III,62,"32' 9""",1014.0,31,+4
134,T135,T128,Josh Teater,47,"32' 10""",525.9169999999999,16,-4
135,T135,144,Cameron Tringale,52,"32' 10""",854.4169999999999,26,-2
136,T135,138,Jimmy Walker,61,"32' 10""",756.0,23,+4
137,T138,145,Kyoung-Hoon Lee,72,"32' 11""",526.25,16,+5
138,T138,T35,Henrik Stenson,46,"32' 11""",329.0,10,+1
139,140,T130,Sergio Garcia,39,"33' 0""",494.667,15,-3
140,141,T161,Rod Pampling,40,"33' 2""",331.25,10,+2
141,142,147,Kelly Kraft,67,"33' 4""",599.5830000000001,18,+7
142,143,T136,Cameron Davis,54,"33' 5""",768.3330000000001,23,+1
143,144,T148,D.J. Trahan,33,"33' 9""",269.83299999999997,8,+2
144,T145,T151,Luke List,52,"33' 10""",812.1669999999999,24,-1
145,T145,T151,Kyle Stanley,53,"33' 10""",372.083,11,+2
146,147,99,Kramer Hickok,59,"33' 11""",610.0830000000001,18,-3
147,148,T153,Sam Burns,66,"34' 1""",920.6669999999999,27,+2
148,149,T153,José de Jesús Rodríguez,51,"34' 2""",614.9169999999999,18,+7
149,150,157,Keith Mitchell,64,"34' 4""",445.917,13,+1
150,T151,112,Wes Roach,45,"34' 6""",482.5,14,+1
151,T151,167,Shawn Stefani,57,"34' 6""",483.167,14,+2
152,153,158,Adam Scott,41,"34' 7""",380.667,11,E
153,T154,T100,Kyle Jones,49,"34' 8""",450.25,13,+4
154,T154,159,Aaron Wise,52,"34' 8""",658.9169999999999,19,+2
155,T156,T136,Keegan Bradley,65,"34' 9""",695.6669999999999,20,+5
156,T156,143,Ollie Schniederjans,63,"34' 9""",938.5,27,-4
157,T158,T161,Rafa Cabrera Bello,57,"34' 10""",521.9169999999999,15,E
158,T158,T161,Cameron Champ,58,"34' 10""",939.4169999999999,27,+1
159,T158,999,Shane Lowry,30,"34' 10""",244.083,7,+1
160,T158,T171,Brandt Snedeker,68,"34' 10""",904.9169999999999,26,-1
161,T162,T183,Jonathan Byrd,43,"35' 1""",702.25,20,+1
162,T162,T153,Richy Werenski,63,"35' 1""",631.75,18,+2
163,164,165,Jhonattan Vegas,60,"35' 2""",527.6669999999999,15,+1
164,165,166,D.A. Points,33,"35' 3""",211.583,6,E
165,166,168,Bryson DeChambeau,45,"35' 7""",355.75,10,E
166,167,169,Brian Stuard,76,"35' 10""",680.6669999999999,19,+3
167,168,170,Joel Dahmen,78,"35' 11""",538.1669999999999,15,+1
168,169,999,Tyrone Van Aswegen,30,"36' 0""",431.917,12,+4
169,170,164,Rory McIlroy,50,"36' 2""",686.5830000000001,19,+2
170,T171,182,Austin Cook,50,"36' 4""",472.667,13,+3
171,T171,173,Satoshi Kodaira,51,"36' 4""",399.25,11,+1
172,T171,T171,Hank Lebioda,55,"36' 4""",617.0830000000001,17,+6
173,T174,200,Adam Hadwin,66,"36' 5""",764.0830000000001,21,+8
174,T174,178,Peter Uihlein,65,"36' 5""",910.0,25,+7
175,T176,T175,John Chin,38,"36' 6""",255.5,7,+3
176,T176,174,J.J. Spaun,68,"36' 6""",1095.75,30,+2
177,178,T89,Daniel Berger,48,"36' 9""",697.5,19,+4
178,179,T175,Trey Mullinax,67,"37' 0""",1182.75,32,+3
179,180,999,Martin Piller,30,"37' 5""",412.0,11,+4
180,181,179,Danny Lee,66,"37' 10""",1134.083,30,+10
181,182,185,Seth Reeves,52,"37' 11""",1138.417,30,+4
182,183,T180,Ernie Els,43,"38' 1""",304.58299999999997,8,+2
183,184,188,Martin Laird,60,"38' 3""",956.8330000000001,25,+2
184,185,156,Joey Garber,44,"38' 4""",459.5,12,+4
185,T186,T186,J.T. Poston,76,"38' 10""",1009.5830000000001,26,+4
186,T186,T186,Chez Reavie,67,"38' 10""",466.0,12,-2
187,188,199,Danny Willett,47,"39' 0""",389.667,10,+1
188,189,T148,Matt Kuchar,65,"39' 1""",625.0830000000001,16,+6
189,190,190,Troy Merritt,42,"39' 2""",430.833,11,+2
190,191,189,Fabián Gómez,44,"39' 7""",475.25,12,+4
191,192,T183,Brice Garnett,63,"39' 8""",356.917,9,+3
192,T193,191,Tommy Fleetwood,43,"39' 10""",398.667,10,+5
193,T193,T180,Brian Harman,67,"39' 10""",637.25,16,+10
194,195,192,Jon Rahm,51,"39' 11""",678.0,17,E
195,196,193,Cameron Smith,55,"40' 1""",480.5,12,-1
196,197,194,Peter Malnati,64,"40' 6""",971.5830000000001,24,+3
197,198,197,Jason Kokrak,68,"41' 4""",620.0,15,+3
198,199,198,Michael Thompson,56,"41' 5""",414.25,10,+1
199,200,T195,Graeme McDowell,61,"41' 6""",955.3330000000001,23,+4
200,201,177,Sepp Straka,48,"41' 7""",581.8330000000001,14,+1
201,202,T195,Martin Trainer,51,"41' 10""",919.8330000000001,22,+6
202,203,205,Lucas Bjerregaard,37,"43' 10""",263.16700000000003,6,+1
203,204,201,Stewart Cink,33,"45' 1""",541.3330000000001,12,+3
204,205,202,Grayson Murray,36,"45' 2""",948.4169999999999,21,+6
205,206,206,Bubba Watson,47,"46' 7""",884.9169999999999,19,+4
206,207,203,Tyrrell Hatton,46,"47' 1""",423.417,9,+4
207,208,204,Haotong Li,32,"48' 1""",625.5830000000001,13,+2
208,209,207,Justin Harding,31,"55' 7""",277.83299999999997,5,+1
