,Approaches_75-100_yards-Rgh_RTP_RANK THIS WEEK,Approaches_75-100_yards-Rgh_RTP_RANK LAST WEEK,Approaches_75-100_yards-Rgh_RTP_PLAYER NAME,Approaches_75-100_yards-Rgh_RTP_ROUNDS,Approaches_75-100_yards-Rgh_RTP_AVG RTP
44,T44,T44,Justin Rose,42,-.143
45,T44,T44,J.J. Spaun,68,-.143
46,T44,T38,Nick Watney,67,-.143
47,T48,T44,Sepp Straka,48,-.125
48,T48,T50,Gary Woodland,63,-.125
49,50,52,Patrick Cantlay,49,-.111
50,T51,53,Kevin Tway,62,-.100
51,T51,T50,Harold Varner III,62,-.100
52,53,37,Carlos Ortiz,60,-.095
53,54,56,Rory Sabbatini,71,-.077
54,55,T57,Sam Burns,66,-.071
55,T56,T62,Jonas Blixt,66,-.067
56,T56,54,Brooks Koepka,49,-.067
57,T56,T59,Jhonattan Vegas,60,-.067
58,T59,49,Brian Gay,79,-.063
59,T59,T59,Danny Lee,66,-.063
60,T59,55,Peter Malnati,64,-.063
61,T59,61,Phil Mickelson,41,-.063
62,T63,T62,Byeong Hun An,54,E
63,T63,T62,Daniel Berger,48,E
64,T63,T62,Dominic Bozzelli,53,E
65,T63,T62,Jonathan Byrd,43,E
66,T63,T62,Paul Casey,51,E
67,T63,T44,Corey Conners,62,E
68,T63,T116,Cameron Davis,54,E
69,T63,T62,Ernie Els,43,E
70,T63,T62,Julián Etulain,55,E
71,T63,T62,Rickie Fowler,54,E
72,T63,T62,Dylan Frittelli,55,E
73,T63,T62,Joey Garber,44,E
74,T63,T62,David Hearn,41,E
75,T63,T121,Dustin Johnson,47,E
76,T63,T62,Matt Jones,67,E
77,T63,T62,Satoshi Kodaira,51,E
78,T63,T62,Anirban Lahiri,54,E
79,T63,T62,Nate Lashley,44,E
80,T63,T62,Hank Lebioda,55,E
81,T63,T62,Kyoung-Hoon Lee,72,E
82,T63,T62,Marc Leishman,52,E
83,T63,T62,Keith Mitchell,64,E
84,T63,T62,Francesco Molinari,41,E
85,T63,T62,Kevin Na,54,E
86,T63,T62,Louis Oosthuizen,43,E
87,T63,T62,D.A. Points,33,E
88,T63,T62,Chez Reavie,67,E
89,T63,T62,Seth Reeves,52,E
90,T63,T62,Wes Roach,45,E
91,T63,T62,Sam Ryder,52,E
92,T63,T62,Xander Schauffele,55,E
93,T63,T190,Henrik Stenson,46,E
94,T63,T62,Chris Stroud,54,E
95,T63,T62,Adam Svensson,51,E
96,T63,T148,Chris Thompson,34,E
97,T63,T62,Tiger Woods,31,E
98,T63,T20,Chase Wright,53,E
99,100,103,Trey Mullinax,67,+.037
100,101,T62,Bubba Watson,47,+.048
101,102,T104,Joaquin Niemann,68,+.053
102,103,T121,Peter Uihlein,65,+.056
103,T104,T104,Max Homa,61,+.067
104,T104,T104,Jon Rahm,51,+.067
105,106,107,Jimmy Walker,61,+.071
106,T107,108,Tony Finau,61,+.083
107,T107,T116,Jim Knous,55,+.083
108,T107,T62,Sebastián Muñoz,58,+.083
109,T107,T111,Alex Prugh,54,+.083
110,T107,T116,Shawn Stefani,57,+.083
111,T112,T148,Roberto Castro,54,+.091
112,T112,134,Sungjae Im,88,+.091
113,T112,T109,Sung Kang,67,+.091
114,T112,T109,Sam Saunders,53,+.091
115,T112,T62,Richy Werenski,63,+.091
116,T117,T121,Harris English,72,+.100
117,T117,T111,Billy Horschel,73,+.100
118,T117,T111,J.T. Poston,76,+.100
119,T117,T121,Robert Streb,60,+.100
120,T117,T111,Vaughn Taylor,69,+.100
121,122,115,Brandon Harkins,67,+.105
122,T123,T116,Si Woo Kim,65,+.111
123,T123,T116,Cameron Smith,55,+.111
124,T125,T121,Ryan Armour,66,+.125
125,T125,T137,Talor Gooch,37,+.125
126,T125,T164,Russell Henley,56,+.125
127,T125,T121,Charles Howell III,64,+.125
128,T125,T164,Stephan Jaeger,59,+.125
129,T125,T62,Aaron Wise,52,+.125
130,131,T137,Wyndham Clark,61,+.133
131,T132,T62,Sangmoon Bae,42,+.143
132,T132,T129,Alex Cejka,41,+.143
133,T132,T129,Branden Grace,62,+.143
134,T132,T129,Bill Haas,58,+.143
135,T132,T129,Tyrrell Hatton,46,+.143
136,T132,T137,Zach Johnson,50,+.143
137,T132,T148,Whee Kim,57,+.143
138,T139,T135,Patrick Reed,53,+.154
139,T139,T135,Kevin Streelman,63,+.154
140,T141,T121,Lucas Bjerregaard,37,+.167
141,T141,T137,Keegan Bradley,65,+.167
142,T141,T137,Bryson DeChambeau,45,+.167
143,T141,T137,Matt Every,38,+.167
144,T141,T121,Sergio Garcia,39,+.167
145,T141,T137,Martin Kaymer,38,+.167
146,T141,T137,Adam Scott,41,+.167
147,T141,T148,Scott Stallings,63,+.167
148,T141,T137,Michael Thompson,56,+.167
149,150,T148,Kyle Jones,49,+.182
150,151,147,Cameron Champ,58,+.185
151,T152,T156,J.J. Henry,42,+.200
152,T152,T129,Martin Laird,60,+.200
153,T152,T148,Grayson Murray,36,+.200
154,T152,999,Martin Piller,30,+.200
155,T152,T148,Ian Poulter,49,+.200
156,T152,T148,Charl Schwartzel,34,+.200
157,158,T156,Martin Trainer,51,+.227
158,T159,T156,Aaron Baddeley,51,+.250
159,T159,T137,Scott Brown,66,+.250
160,T159,T156,Joel Dahmen,78,+.250
161,T159,T156,Ollie Schniederjans,63,+.250
162,163,162,Luke List,52,+.267
163,164,163,Bud Cauley,61,+.273
164,T165,T170,John Chin,38,+.286
165,T165,T164,Hideki Matsuyama,59,+.286
166,T165,T62,Alex Noren,49,+.286
167,T165,T164,C.T. Pan,64,+.286
168,T165,T164,John Senden,39,+.286
169,T165,T156,D.J. Trahan,33,+.286
170,T165,T164,Matt Wallace,31,+.286
171,172,T183,Tom Hoge,70,+.308
172,T173,T170,Austin Cook,50,+.333
173,T173,T170,Mackenzie Hughes,58,+.333
174,T173,T170,Curtis Luck,51,+.333
175,T173,T179,Rory McIlroy,50,+.333
176,T173,203,Ryan Palmer,56,+.333
177,T173,T170,Scott Piercy,70,+.333
178,T173,T170,Seamus Power,58,+.333
179,T173,T199,Johnson Wagner,45,+.333
180,T181,999,Shane Lowry,30,+.364
181,T181,176,Adam Schenk,80,+.364
182,T183,T177,Matthew Fitzpatrick,42,+.375
183,T183,T177,Russell Knox,65,+.375
184,T185,T179,James Hahn,34,+.400
185,T185,T179,Troy Merritt,42,+.400
186,T185,T179,Patrick Rodgers,44,+.400
187,188,T183,Ryan Blaum,67,+.417
188,T189,T185,Bronson Burgoon,37,+.429
189,T189,T185,Jason Dufner,56,+.429
190,T189,188,Kelly Kraft,67,+.429
191,T189,T199,Rod Pampling,40,+.429
192,T189,T190,Brady Schnell,38,+.429
193,194,187,Emiliano Grillo,65,+.444
194,195,T199,Tyler Duncan,66,+.462
195,196,189,Adam Long,52,+.467
196,T197,T190,Stewart Cink,33,+.500
197,T197,T190,Beau Hossler,66,+.500
198,T197,T190,Haotong Li,32,+.500
199,T197,T190,"Ted Potter, Jr.",56,+.500
200,T197,T190,Brendan Steele,50,+.500
201,202,197,Chesson Hadley,58,+.545
202,203,198,Kramer Hickok,59,+.571
203,204,202,Michael Kim,51,+.615
204,205,204,Jim Herman,37,+1.000
205,206,999,Tyrone Van Aswegen,30,+1.250
206,T207,T205,John Huh,35,+1.500
207,T207,T205,Pat Perez,52,+1.500
